owner;model_name;created_at;last_updated;family;model_size;previous_size_category;downloads;likes;library_name;pipeline_tag;cleaned_github;title;message;commit_id;date;author;files;names;combined;labels;manual_classification;oussama_classification;automatic_classification
cardiffnlp;cardiffnlp/twitter-roberta-base-hate-latest;3/2/2022;10/10/2022;cardiffnlp_tweeteval;125;small;40487;14;transformers;text-classification;https://github.com/cardiffnlp/tweeteval;Update reference;;685ed68c56197fff1ed64137f9dbdc613f23ae2b;7/29/2023;Pedrada;README.md;Dispersed Alignment;update reference;model reference update;external documentation;external documentation;internal documentation
cardiffnlp;cardiffnlp/twitter-roberta-base-offensive;3/9/2023;8/31/2023;cardiffnlp_tweeteval;125;small;631409;18;transformers;text-classification;https://github.com/cardiffnlp/tweeteval;Adding tweeteval classifier;;95b9695fcb5fde545d6dcb792ba1e621de638118;11/12/2020;cardiffnlp;.ipynb_checkpoints/README-checkpoint.md, README.md, config.json, merges.txt, pytorch_model.bin, special_tokens_map.json, tf_model.h5, vocab.json;Dispersed Alignment;adding tweeteval classifier;model weight upload;model structure;model structure;model structure
cardiffnlp;cardiffnlp/twitter-roberta-base-offensive;3/9/2023;8/31/2023;cardiffnlp_tweeteval;125;small;631409;18;transformers;text-classification;https://github.com/cardiffnlp/tweeteval;Update README.md;;cf89623480ce8ba637b6abe68b7d61c43d4dfc68;11/12/2020;luisespinosa;README.md;Dispersed Alignment;update readme.md;readme update;external documentation;external documentation;external documentation
cardiffnlp;cardiffnlp/twitter-xlm-roberta-base-sentiment;10/14/2022;10/14/2022;cardiffnlp_tweeteval;110;small;547315;171;transformers;text-classification;https://github.com/cardiffnlp/tweeteval;Update README.md;;083e90c883df299116bc4a332336f8088444ce9a;4/26/2021;luisespinosa;README.md;Dispersed Alignment;update readme.md;readme update;external documentation;external documentation;external documentation
cardiffnlp;cardiffnlp/twitter-xlm-roberta-base-sentiment;10/14/2022;10/14/2022;cardiffnlp_tweeteval;110;small;547315;171;transformers;text-classification;https://github.com/cardiffnlp/tweeteval;Update README.md;;8bc605c90862fbfb2e801b58aaa4dabc7aed7616;4/17/2021;luisespinosa;README.md;Dispersed Alignment;update readme.md;readme update;external documentation;external documentation;external documentation
cardiffnlp;cardiffnlp/twitter-roberta-base-irony;6/6/2022;5/28/2023;cardiffnlp_tweeteval;125;small;1257781;25;transformers;text-classification;https://github.com/cardiffnlp/tweeteval;Update README.md;;e73704ec6e4ae82f5c5dd0aa14a90767e60d5ea4;11/13/2020;luisespinosa;README.md;Dispersed Alignment;update readme.md;readme update;external documentation;external documentation;external documentation
cardiffnlp;cardiffnlp/twitter-roberta-base-hate-latest;3/2/2022;10/10/2022;cardiffnlp_tweeteval;125;small;40487;14;transformers;text-classification;https://github.com/cardiffnlp/tweeteval;add tokenizer;;622b126785fa8532713f5be83cb8d4be2164a95d;3/30/2023;antypasd;merges.txt, special_tokens_map.json, tokenizer.json, tokenizer_config.json, vocab.json;Dispersed Alignment;add tokenizer;tokenizer addition;preprocessing;preprocessing;preprocessing
cointegrated;cointegrated/rubert-tiny2;10/24/2023;1/25/2024;cointegrated_rubert;29.37855;small;460133;82;sentence-transformers;sentence-similarity;https://github.com/avidale/avidale;initial commit;;77887cca1d1a382feac851cfa1c01d026954c98f;10/28/2021;system;.gitattributes;Sporadic Disjoint;initial commit;commit initiation;project metadata;project metadata;project metadata
cointegrated;cointegrated/rubert-tiny2;10/24/2023;1/25/2024;cointegrated_rubert;29.37855;small;460133;82;sentence-transformers;sentence-similarity;https://github.com/avidale/avidale;Adding `safetensors` variant of this model (#2);- Adding `safetensors` variant of this model (aeef81b685b1d606efab3962b2b635a16bb03dd4) Co-authored-by: Safetensors convertbot;6b38fe0c3c128908a1f86cc74e9cedda1514ac60;3/17/2023;cointegrated;.gitattributes, model.safetensors;Sporadic Disjoint;adding `safetensors` variant of this model (#2) - adding `safetensors` variant of this model (aeef81b685b1d606efab3962b2b635a16bb03dd4) co-authored-by: safetensors convertbot;model variant addition;model structure;model structure;model structure
cointegrated;cointegrated/rubert-tiny2;10/24/2023;1/25/2024;cointegrated_rubert;29.37855;small;460133;82;sentence-transformers;sentence-similarity;https://github.com/avidale/avidale;Update README.md;;dad72b8f77c5eef6995dd3e4691b758ba56b90c3;10/14/2023;cointegrated;README.md;Sporadic Disjoint;update readme.md;readme update;external documentation;external documentation;external documentation
cointegrated;cointegrated/rubert-tiny2;10/24/2023;1/25/2024;cointegrated_rubert;29.37855;small;460133;82;sentence-transformers;sentence-similarity;https://github.com/avidale/avidale;Update README.md;;a53f0afc4b34c94012191a043c52e2271fa23f27;6/30/2022;cointegrated;README.md;Sporadic Disjoint;update readme.md;readme update;external documentation;external documentation;external documentation
cointegrated;cointegrated/rubert-tiny2;10/24/2023;1/25/2024;cointegrated_rubert;29.37855;small;460133;82;sentence-transformers;sentence-similarity;https://github.com/avidale/avidale;Update README.md;;9588374f80eaeb983dad33f2c96dc3464252bbaf;11/4/2021;cointegrated;README.md;Sporadic Disjoint;update readme.md;readme update;external documentation;external documentation;external documentation
cointegrated;cointegrated/rubert-tiny2;10/24/2023;1/25/2024;cointegrated_rubert;29.37855;small;460133;82;sentence-transformers;sentence-similarity;https://github.com/avidale/avidale;Update tokenizer_config.json;;237f460210fdf8545d18cf02614f00798559df36;10/28/2021;cointegrated;tokenizer_config.json;Sporadic Disjoint;update tokenizer_config.json;tokenizer file update;preprocessing;preprocessing;preprocessing
cointegrated;cointegrated/rubert-tiny2;10/24/2023;1/25/2024;cointegrated_rubert;29.37855;small;460133;82;sentence-transformers;sentence-similarity;https://github.com/avidale/avidale;The first commit;;0cb871a0c3e4471cc306973eacb67d2a01565de6;10/28/2021;cointegrated;config.json, pytorch_model.bin, special_tokens_map.json, tinybert-ru-labse-adapter-v2.pt, tokenizer.json, tokenizer_config.json, vocab.txt;Sporadic Disjoint;the first commit;commit initiation;project metadata;project metadata;project metadata
cointegrated;cointegrated/rubert-tiny2;10/24/2023;1/25/2024;cointegrated_rubert;29.37855;small;460133;82;sentence-transformers;sentence-similarity;https://github.com/avidale/avidale;Train the model longer;;74d70b9fbd95865c6f8506f8f05394f282b7671a;11/4/2021;cointegrated;config.json, pytorch_model.bin, tinybert-ru-labse-adapter-v2.pt;Sporadic Disjoint;train the model longer;model weight upload;training infrastructure;training infrastructure;training infrastructure
cointegrated;cointegrated/rubert-tiny2;10/24/2023;1/25/2024;cointegrated_rubert;29.37855;small;460133;82;sentence-transformers;sentence-similarity;https://github.com/avidale/avidale;update the readme;;776805cd8327870dc89ab911826f5e01462edb20;10/14/2023;cointegrated;README.md;Sporadic Disjoint;update the readme;readme update;external documentation;external documentation;external documentation
cointegrated;cointegrated/rubert-tiny2;10/24/2023;1/25/2024;cointegrated_rubert;29.37855;small;460133;82;sentence-transformers;sentence-similarity;https://github.com/avidale/avidale;update the readme, pipeline tag;;77a7ef34389b07b5b1217ffb5d8be88fafc47d58;10/14/2023;cointegrated;README.md;Sporadic Disjoint;update the readme, pipeline tag;readme update;external documentation;external documentation;external documentation
distilbert;distilbert/distilbert-base-uncased-distilled-squad;3/2/2022;5/6/2024;distilbert_distilbert;67.43155;small;75007;87;transformers;question-answering;https://github.com/huggingface/transformers;Update config.json;;cfc060aefb333330af23e9cf1f7a0eca63c1d6af;9/24/2019;system;config.json;Intermittent Alignment;update config.json;config file update;parameter tuning;parameter tuning;parameter tuning
distilbert;distilbert/distilbert-base-cased;3/2/2022;5/6/2024;distilbert_distilbert;65.19245;small;553427;30;transformers;fill-mask;https://github.com/huggingface/transformers;Update config.json;;afd45e7765982868403ba8b31cc57ad582667b79;2/7/2020;system;config.json;Intermittent Alignment;update config.json;config file update;parameter tuning;parameter tuning;parameter tuning
distilbert;distilbert/distilbert-base-cased;3/2/2022;5/6/2024;distilbert_distilbert;65.19245;small;553427;30;transformers;fill-mask;https://github.com/huggingface/transformers;Add tokenizer configuration;;6bee31aad7eeb1b36dea27b49b4341fd29bfa921;11/25/2020;Thomas Wolf;tokenizer_config.json;Intermittent Alignment;add tokenizer configuration;tokenizer addition;preprocessing;preprocessing;preprocessing
distilbert;distilbert/distilgpt2;3/2/2022;5/6/2024;distilbert_distilbert;88.204032;small;3590129;376;transformers;text-generation;https://github.com/huggingface/transformers;Adds the tokenizer configuration file (#11);- Adds tokenizer_config.json file (224ef41937cdc7356116ead4957486726c164585);2290a62682d06624634c1f46a6ad5be0f47f38aa;2/19/2024;lysandre;tokenizer_config.json;Intermittent Alignment;adds the tokenizer configuration file (#11) - adds tokenizer_config.json file (224ef41937cdc7356116ead4957486726c164585);tokenizer config addition;preprocessing;preprocessing;preprocessing
distilbert;distilbert/distilbert-base-uncased;3/2/2022;12/19/2023;distilbert_distilbert;66.98553;small;30382216;444;transformers;fill-mask;https://github.com/huggingface/transformers;Fix broken link in opening section (#3);#NAME?;043235d6088ecd3dd5fb5ca3592b6913fd516027;5/31/2022;julien-c;README.md;Intermittent Alignment;fix broken link in opening section (#3) #name?;broken link fix;external documentation;external documentation;external documentation
distilbert;distilbert/distilgpt2;3/2/2022;5/6/2024;distilbert_distilbert;88.204032;small;3590129;376;transformers;text-generation;https://github.com/huggingface/transformers;Fix emissions metadata (#5);#NAME?;ca98be8f8f0994e707b944a9ef55e66fbcf9e586;7/22/2022;sgugger;README.md;Intermittent Alignment;fix emissions metadata (#5) #name?;emissions metadata fix;project metadata;project metadata;project metadata
distilbert;distilbert/distilbert-base-uncased-finetuned-sst-2-english;3/2/2022;2/19/2024;distilbert_distilbert;82.760793;small;6171533;501;transformers;text-classification;https://github.com/huggingface/transformers;Update pytorch_model.bin;;2def212e9651c89ecd35a20cdddab2311ac6050a;1/10/2020;system;pytorch_model.bin;Intermittent Alignment;update pytorch_model.bin;model weight update;model structure;model structure;model structure
distilbert;distilbert/distilbert-base-cased;3/2/2022;5/6/2024;distilbert_distilbert;65.19245;small;553427;30;transformers;fill-mask;https://github.com/huggingface/transformers;Update tf_model.h5;;0fe7555909710aa6489baece0c35d8256358a6bf;2/7/2020;system;tf_model.h5;Intermittent Alignment;update tf_model.h5;model weight file update;model structure;model structure;model structure
distilbert;distilbert/distilbert-base-german-cased;3/2/2022;2/19/2024;distilbert_distilbert;66.364418;small;35029;17;transformers;fill-mask;https://github.com/huggingface/transformers;Update tokenizer.json;;83de39fc9993e180cfcbf853e28b018552def5b5;10/12/2020;system;tokenizer.json;Intermittent Alignment;update tokenizer.json;tokenizer file update;preprocessing;preprocessing;preprocessing
distilbert;distilbert/distilbert-base-cased-distilled-squad;3/2/2022;5/6/2024;distilbert_distilbert;65.812036;small;368955;177;transformers;question-answering;https://github.com/huggingface/transformers;Updates incorrect tokenizer configuration file (#10);- Adds tokenizer_config.json file (8de8ffb66f5ebf6cf293d02d5170c064e3e86fbd);564e9b582944a57a3e586bbb98fd6f0a4118db7f;5/6/2024;lysandre;tokenizer_config.json;Intermittent Alignment;updates incorrect tokenizer configuration file (#10) - adds tokenizer_config.json file (8de8ffb66f5ebf6cf293d02d5170c064e3e86fbd);tokenizer file addition;preprocessing;preprocessing;preprocessing
dslim;dslim/bert-base-NER;3/2/2022;1/26/2024;dslim_bert;108.317193;small;2592425;426;transformers;token-classification;https://github.com/dslim23/explore-spike-rate;Update README.md;;d1a3e8f13f8c3566299d95fcfc9a8d2382a9affc;10/8/2024;dslim;README.md;Sporadic Disjoint;update readme.md;readme update;external documentation;external documentation;external documentation
dslim;dslim/bert-base-NER;3/2/2022;1/26/2024;dslim_bert;108.317193;small;2592425;426;transformers;token-classification;https://github.com/dslim23/explore-spike-rate;Update README.md;;39c3870160f56a1c8e2d76e8ee209cc8905bfd82;1/25/2024;dslim;README.md;Sporadic Disjoint;update readme.md;readme update;external documentation;external documentation;external documentation
dslim;dslim/bert-base-NER;3/2/2022;1/26/2024;dslim_bert;108.317193;small;2592425;426;transformers;token-classification;https://github.com/dslim23/explore-spike-rate;Update README.md;;6bfbb0e9e7ee089cd442be8aaafeb0acd85a1ad2;5/24/2021;dslim;README.md;Sporadic Disjoint;update readme.md;readme update;external documentation;external documentation;external documentation
dslim;dslim/bert-large-NER;1/25/2024;6/17/2024;dslim_bert;333.588489;medium;659931;131;transformers;token-classification;https://github.com/dslim23/explore-spike-rate;Update README.md;;75e45e37b8916068e4c60196e305aa56c2987eb5;6/13/2022;dslim;README.md;Sporadic Disjoint;update readme.md;readme update;external documentation;external documentation;external documentation
dslim;dslim/bert-base-NER;3/2/2022;1/26/2024;dslim_bert;108.317193;small;2592425;426;transformers;token-classification;https://github.com/dslim23/explore-spike-rate;Update README.md;;6a547d72ceaec5b809c77b08cd68a153624d7c6c;5/24/2021;dslim;README.md;Sporadic Disjoint;update readme.md;readme update;external documentation;external documentation;external documentation
dslim;dslim/bert-base-NER-uncased;3/2/2022;1/25/2024;dslim_bert;109.489161;small;798583;28;transformers;token-classification;https://github.com/dslim23/explore-spike-rate;Update vocab.txt;;60f7e87bcd324593a449e0054656232f2cd5286b;10/17/2020;system;vocab.txt;Sporadic Disjoint;update vocab.txt;vocab file update;input data;preprocessing;preprocessing
dslim;dslim/bert-large-NER;1/25/2024;6/17/2024;dslim_bert;333.588489;medium;659931;131;transformers;token-classification;https://github.com/dslim23/explore-spike-rate;Add evaluation results on the conll2003 config and test split of conll2003 (#1);#NAME?;6dadf2537c76c65bb3091214f1e05764d8342efb;5/2/2023;dslim;README.md;Sporadic Disjoint;add evaluation results on the conll2003 config and test split of conll2003 (#1) #name?;evaluation result addition;validation infrastructure;validation infrastructure;validation infrastructure
dslim;dslim/bert-base-NER-uncased;3/2/2022;1/25/2024;dslim_bert;109.489161;small;798583;28;transformers;token-classification;https://github.com/dslim23/explore-spike-rate;Update pytorch_model.bin;;905ef9105569c786dfe080375469eca3c3c6d10c;10/17/2020;system;pytorch_model.bin;Sporadic Disjoint;update pytorch_model.bin;model weight update;output data;model structure;model structure
dslim;dslim/bert-base-NER;3/2/2022;1/26/2024;dslim_bert;108.317193;small;2592425;426;transformers;token-classification;https://github.com/dslim23/explore-spike-rate;Update pytorch_model.bin;;0c1d56791ba5c5b4c628fcb72292b8a7a1953078;3/21/2020;system;pytorch_model.bin;Sporadic Disjoint;update pytorch_model.bin;model weight update;output data;model structure;model structure
dslim;dslim/bert-large-NER;1/25/2024;6/17/2024;dslim_bert;333.588489;medium;659931;131;transformers;token-classification;https://github.com/dslim23/explore-spike-rate;Update tf_model.h5;;4d4ccab781f0498e46d7dc6b2b99332bf20c60d7;10/17/2020;system;tf_model.h5;Sporadic Disjoint;update tf_model.h5;model weight file update;output data;model structure;model structure
DTAI-KULeuven;DTAI-KULeuven/robbert-2022-dutch-base;3/2/2022;11/29/2023;DTAI-KULeuven_robbert;118.937368;small;10529;9;transformers;fill-mask;https://github.com/iPieter/RobBERT;initial commit;;5bf0e3afa0e7d03b5210aee83b68a39cc7866ae6;8/15/2022;pdelobelle;.gitattributes;Sparse Alignment;initial commit;commit initiation;project metadata;project metadata;project metadata
DTAI-KULeuven;DTAI-KULeuven/robbert-2022-dutch-base;3/2/2022;11/29/2023;DTAI-KULeuven_robbert;118.937368;small;10529;9;transformers;fill-mask;https://github.com/iPieter/RobBERT;Adding `safetensors` variant of this model (#1);- Adding `safetensors` variant of this model (b8d38c6db93f267c74b8969cc48106a1b50b011e) Co-authored-by: Safetensors convertbot;5405706bb8e38674356e19a345029492ab6e0aea;11/29/2023;pdelobelle;.gitattributes, model.safetensors;Sparse Alignment;adding `safetensors` variant of this model (#1) - adding `safetensors` variant of this model (b8d38c6db93f267c74b8969cc48106a1b50b011e) co-authored-by: safetensors convertbot;model variant addition;model structure;model structure;model structure
DTAI-KULeuven;DTAI-KULeuven/robbert-2022-dutch-base;3/2/2022;11/29/2023;DTAI-KULeuven_robbert;118.937368;small;10529;9;transformers;fill-mask;https://github.com/iPieter/RobBERT;Create README.md;;6cca16c71e6419d736a11e7d5987ed485d82edde;11/16/2022;pdelobelle;README.md;Sparse Alignment;create readme.md;readme creation;external documentation;external documentation;external documentation
DTAI-KULeuven;DTAI-KULeuven/robbert-2022-dutch-base;3/2/2022;11/29/2023;DTAI-KULeuven_robbert;118.937368;small;10529;9;transformers;fill-mask;https://github.com/iPieter/RobBERT;Update README.md;;a12699b46bcd14cbd9bac27e54ad502a084843c7;11/16/2022;pdelobelle;README.md;Sparse Alignment;update readme.md;readme update;external documentation;external documentation;external documentation
DTAI-KULeuven;DTAI-KULeuven/robbert-2022-dutch-base;3/2/2022;11/29/2023;DTAI-KULeuven_robbert;118.937368;small;10529;9;transformers;fill-mask;https://github.com/iPieter/RobBERT;Update README.md;;af646e68c17b353d8e3a7617d9ed0cb5c9325aa0;11/16/2022;thomaswint;README.md;Sparse Alignment;update readme.md;readme update;external documentation;external documentation;external documentation
DTAI-KULeuven;DTAI-KULeuven/robbert-2022-dutch-base;3/2/2022;11/29/2023;DTAI-KULeuven_robbert;118.937368;small;10529;9;transformers;fill-mask;https://github.com/iPieter/RobBERT;Update README.md;;9a5925363b2bcfde1b40922fd3eba90ee051f5f0;11/16/2022;thomaswint;README.md;Sparse Alignment;update readme.md;readme update;external documentation;external documentation;external documentation
DTAI-KULeuven;DTAI-KULeuven/robbert-2022-dutch-base;3/2/2022;11/29/2023;DTAI-KULeuven_robbert;118.937368;small;10529;9;transformers;fill-mask;https://github.com/iPieter/RobBERT;Update README.md;;ad474790077dd0322ec7a5cc898f34bd11360dad;11/17/2022;pdelobelle;README.md;Sparse Alignment;update readme.md;readme update;external documentation;external documentation;external documentation
DTAI-KULeuven;DTAI-KULeuven/robbert-2022-dutch-base;3/2/2022;11/29/2023;DTAI-KULeuven_robbert;118.937368;small;10529;9;transformers;fill-mask;https://github.com/iPieter/RobBERT;Update README.md;;96ec8654cab4a3a3ea6edeafbe40a4242bda2797;11/16/2022;thomaswint;README.md;Sparse Alignment;update readme.md;readme update;external documentation;external documentation;external documentation
DTAI-KULeuven;DTAI-KULeuven/robbert-2022-dutch-base;3/2/2022;11/29/2023;DTAI-KULeuven_robbert;118.937368;small;10529;9;transformers;fill-mask;https://github.com/iPieter/RobBERT;Update README.md;;279de957701482f1b137ff2fb2625814c11428cb;11/16/2022;pdelobelle;README.md;Sparse Alignment;update readme.md;readme update;external documentation;external documentation;external documentation
DTAI-KULeuven;DTAI-KULeuven/robbert-2022-dutch-base;3/2/2022;11/29/2023;DTAI-KULeuven_robbert;118.937368;small;10529;9;transformers;fill-mask;https://github.com/iPieter/RobBERT;init;;f4d9a5f60f614b061b1b468d2f7e3e46fac53ed6;11/14/2022;pdelobelle;config.json, merges.txt, pytorch_model.bin, special_tokens_map.json, tokenizer.json, tokenizer_config.json, vocab.json;Sparse Alignment;init;commit initiation;project metadata;project metadata;project metadata
Efficient-Large-Model;Efficient-Large-Model/VILA1.5-13b;5/3/2024;7/18/2024;Efficient-Large-Model_VILA;8000;large;1020639;1;transformers;text-generation;https://github.com/Efficient-Large-Model/VILA;Upload 19 files;;036d8d900b7be1ae5b42d55daf6b3aa4f7e5c74a;4/29/2024;klldmofashi;config.json, llm/config.json, llm/generation_config.json, llm/model-00001-of-00006.safetensors, llm/model-00002-of-00006.safetensors, llm/model-00003-of-00006.safetensors, llm/model-00004-of-00006.safetensors, llm/model-00005-of-00006.safetensors, llm/model-00006-of-00006.safetensors, llm/model.safetensors.index.json, llm/special_tokens_map.json, llm/tokenizer.model, llm/tokenizer_config.json, mm_projector/config.json, mm_projector/model.safetensors, trainer_state.json, vision_tower/config.json, vision_tower/model.safetensors, vision_tower/preprocessor_config.json;Dispersed Alignment;upload 19 files;file upload;sharing;sharing;sharing
Efficient-Large-Model;Efficient-Large-Model/VILA1.5-40b-AWQ;5/3/2024;7/18/2024;Efficient-Large-Model_VILA;40000;large;178396;2;transformers;text-generation;https://github.com/Efficient-Large-Model/VILA;Upload folder using huggingface_hub;;880a9514d40f34650814d35fd3fcfc212f9dd13d;5/3/2024;kentang1998;;Dispersed Alignment;upload folder using huggingface_hub;folder upload;sharing;sharing;sharing
Efficient-Large-Model;Efficient-Large-Model/VILA1.5-40b-AWQ;5/3/2024;7/18/2024;Efficient-Large-Model_VILA;40000;large;178396;2;transformers;text-generation;https://github.com/Efficient-Large-Model/VILA;Delete llm/vila-1.5-34b-w4-g128-awq-v2.pt;;bdc5ad60b4a5612041b4cc2edc320f772cceedbd;5/3/2024;kentang1998;llm/vila-1.5-34b-w4-g128-awq-v2.pt;Dispersed Alignment;delete llm/vila-1.5-34b-w4-g128-awq-v2.pt;model weight delete;remove dependency;remove dependency;remove dependency
Efficient-Large-Model;Efficient-Large-Model/VILA1.5-40b;4/30/2024;7/18/2024;Efficient-Large-Model_VILA;40000;large;574312;7;transformers;text-generation;https://github.com/Efficient-Large-Model/VILA;Create README.md;;215de6409761b789b114bfbef2edd2028bf320fd;5/3/2024;kentang1998;README.md;Dispersed Alignment;create readme.md;readme creation;external documentation;external documentation;external documentation
Efficient-Large-Model;Efficient-Large-Model/Llama-3-VILA1.5-8B;4/30/2024;7/18/2024;Efficient-Large-Model_VILA;3000;medium;45186;18;transformers;text-generation;https://github.com/Efficient-Large-Model/VILA;Create README.md;;ea45260fc7a6a62e56cfa9d081ced445c1810a54;5/3/2024;kentang1998;README.md;Dispersed Alignment;create readme.md;readme creation;external documentation;external documentation;external documentation
Efficient-Large-Model;Efficient-Large-Model/VILA1.5-40b;4/30/2024;7/18/2024;Efficient-Large-Model_VILA;40000;large;574312;7;transformers;text-generation;https://github.com/Efficient-Large-Model/VILA;Update README.md;;0379242274eb2a6f1ba544d5a04085d0cc9090c8;5/3/2024;kentang1998;README.md;Dispersed Alignment;update readme.md;readme update;external documentation;external documentation;external documentation
Efficient-Large-Model;Efficient-Large-Model/VILA1.5-40b-AWQ;5/3/2024;7/18/2024;Efficient-Large-Model_VILA;40000;large;178396;2;transformers;text-generation;https://github.com/Efficient-Large-Model/VILA;Update README.md;;69842e845c40782432586ac561e615b51500f0f6;5/3/2024;kentang1998;README.md;Dispersed Alignment;update readme.md;readme update;external documentation;external documentation;external documentation
Efficient-Large-Model;Efficient-Large-Model/VILA1.5-40b-AWQ;5/3/2024;7/18/2024;Efficient-Large-Model_VILA;40000;large;178396;2;transformers;text-generation;https://github.com/Efficient-Large-Model/VILA;Update README.md;;3915a5682ab6764c497b477d8410d66091a393a0;7/18/2024;klldmofashi;README.md;Dispersed Alignment;update readme.md;readme update;external documentation;external documentation;external documentation
Efficient-Large-Model;Efficient-Large-Model/VILA1.5-13b;5/3/2024;7/18/2024;Efficient-Large-Model_VILA;8000;large;1020639;1;transformers;text-generation;https://github.com/Efficient-Large-Model/VILA;Update README.md;;9c8575753b9376c86289b39cc839295c9899a753;7/18/2024;klldmofashi;README.md;Dispersed Alignment;update readme.md;readme update;external documentation;external documentation;external documentation
Efficient-Large-Model;Efficient-Large-Model/Llama-3-VILA1.5-8B;4/30/2024;7/18/2024;Efficient-Large-Model_VILA;3000;medium;45186;18;transformers;text-generation;https://github.com/Efficient-Large-Model/VILA;Update README.md;;40f9b452727d7fd944f3f8a65274d87d76fc2676;5/3/2024;kentang1998;README.md;Dispersed Alignment;update readme.md;readme update;external documentation;external documentation;external documentation
elastic;elastic/distilbert-base-cased-finetuned-conll03-english;11/16/2023;4/18/2024;elastic_distilbert;65.197833;small;20431;14;transformers;token-classification;https://github.com/elastic/elasticsearch-labs;initial commit;;c754d808ce02b7187197e9b3e6a45847ff40028d;2/9/2021;system;.gitattributes;Sporadic Disjoint;initial commit;commit initiation;project metadata;project metadata;project metadata
elastic;elastic/distilbert-base-cased-finetuned-conll03-english;11/16/2023;4/18/2024;elastic_distilbert;65.197833;small;20431;14;transformers;token-classification;https://github.com/elastic/elasticsearch-labs;Adding `safetensors` variant of this model (#3);- Adding `safetensors` variant of this model (8d80605ef6827b2cc8865756e4fddf38f59299c1) Co-authored-by: Safetensors convertbot;ac68e05b23b29ba32563ab18b633bb1423d859f8;4/20/2023;joshdevins;.gitattributes, model.safetensors;Sporadic Disjoint;adding `safetensors` variant of this model (#3) - adding `safetensors` variant of this model (8d80605ef6827b2cc8865756e4fddf38f59299c1) co-authored-by: safetensors convertbot;model variant addition;model structure;model structure;model structure
elastic;elastic/distilbert-base-cased-finetuned-conll03-english;11/16/2023;4/18/2024;elastic_distilbert;65.197833;small;20431;14;transformers;token-classification;https://github.com/elastic/elasticsearch-labs;Create README.md;Basic model card;f74ffe570fea98ea9bc5a5c69f998d8c4c68dc5b;2/9/2021;joshdevins;README.md;Sporadic Disjoint;create readme.md basic model card;readme creation;external documentation;external documentation;external documentation
elastic;elastic/distilbert-base-cased-finetuned-conll03-english;11/16/2023;4/18/2024;elastic_distilbert;65.197833;small;20431;14;transformers;token-classification;https://github.com/elastic/elasticsearch-labs;Update README.md;;30265e183b356b22a42b7bfd768f665ada943f30;2/24/2021;joshdevins;README.md;Sporadic Disjoint;update readme.md;readme update;external documentation;external documentation;external documentation
elastic;elastic/distilbert-base-cased-finetuned-conll03-english;11/16/2023;4/18/2024;elastic_distilbert;65.197833;small;20431;14;transformers;token-classification;https://github.com/elastic/elasticsearch-labs;Update README.md;;f05146efb4960bb0b8eeccf994774e94a8237507;2/24/2021;joshdevins;README.md;Sporadic Disjoint;update readme.md;readme update;external documentation;external documentation;external documentation
elastic;elastic/distilbert-base-cased-finetuned-conll03-english;11/16/2023;4/18/2024;elastic_distilbert;65.197833;small;20431;14;transformers;token-classification;https://github.com/elastic/elasticsearch-labs;Add verifyToken field to verify evaluation results are produced by Hugging Face's automatic model evaluator (#2);- Add verifyToken field to verify evaluation results are produced by Hugging Face's automatic model evaluator (996888d07633c293285c80edbcffc6ce7cd59a52) Co-authored-by: Evaluation Bot;feacb62c370dc6cc1cf311a423881e5f3473f92c;12/7/2022;joshdevins;README.md;Sporadic Disjoint;add verifytoken field to verify evaluation results are produced by hugging face's automatic model evaluator (#2) - add verifytoken field to verify evaluation results are produced by hugging face's automatic model evaluator (996888d07633c293285c80edbcffc6ce7cd59a52) co-authored-by: evaluation bot;verify token field addition;validation infrastructure;validation infrastructure;validation infrastructure
elastic;elastic/distilbert-base-cased-finetuned-conll03-english;11/16/2023;4/18/2024;elastic_distilbert;65.197833;small;20431;14;transformers;token-classification;https://github.com/elastic/elasticsearch-labs;Add evaluation results on conll2003 dataset (#1);#NAME?;3043a315aae69b6e2f88056b23100e144791ac99;6/24/2022;sjd171;README.md;Sporadic Disjoint;add evaluation results on conll2003 dataset (#1) #name?;evaluation result addition;validation infrastructure;validation infrastructure;validation infrastructure
elastic;elastic/distilbert-base-cased-finetuned-conll03-english;11/16/2023;4/18/2024;elastic_distilbert;65.197833;small;20431;14;transformers;token-classification;https://github.com/elastic/elasticsearch-labs;First commit of NER fine-tuning DistilBERT cased;;901c3c58a91f51848faa1cc4fdd48a09171bf1a0;2/9/2021;joshdevins;config.json, pytorch_model.bin, special_tokens_map.json, tokenizer_config.json, vocab.txt;Sporadic Disjoint;first commit of ner fine-tuning distilbert cased;commit initiation;training infrastructure;training infrastructure;project metadata
elastic;elastic/distilbert-base-cased-finetuned-conll03-english;11/16/2023;4/18/2024;elastic_distilbert;65.197833;small;20431;14;transformers;token-classification;https://github.com/elastic/elasticsearch-labs;New training version with all tokens labelled;;def1aef4cf9254f64aa96dcf1edeaccb26a2e085;2/24/2021;joshdevins;README.md, config.json, eval_results_ner.txt, pytorch_model.bin, train_results.txt, trainer_state.json, training_args.bin;Sporadic Disjoint;new training version with all tokens labelled;model weight addition;training infrastructure;training infrastructure;training infrastructure
